time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2013-12-14T20:58:01.000Z,52.3725,-174.5193,220.8,3.4,ml,20,179.999985600001,,0.28,ak,ak10888717,2013-12-16T17:52:21.530Z,"29km NW of Atka, Alaska",earthquake
2013-12-14T20:55:58.500Z,48.0028,-121.9045,13.9,1.2,Md,,82.8,0.10779783,0.15,uw,uw60651037,2013-12-15T05:46:58.113Z,"10km SSE of Granite Falls, Washington",earthquake
2013-12-14T20:41:03.000Z,61.2366,-151.7945,90,1.5,ml,21,64.7999948160004,,0.35,ak,ak10888715,2013-12-16T17:20:52.640Z,"66km NNW of Nikiski, Alaska",earthquake
2013-12-14T20:33:26.000Z,63.7814,-149.2778,119.9,1.4,ml,17,64.7999948160004,,0.36,ak,ak10888713,2013-12-16T17:21:08.723Z,"17km WSW of Healy, Alaska",earthquake
2013-12-14T20:30:26.000Z,58.8221,-154.0849,4.2,2.5,ml,40,89.9999928000006,,0.79,ak,ak10888711,2013-12-16T17:51:42.604Z,"113km SSE of Old Iliamna, Alaska",earthquake
2013-12-14T20:15:44.400Z,38.807,-122.807,1.5,1.5,Md,,183.6,0.00898315,0.01,nc,nc72120955,2013-12-14T23:22:05.721Z,"5km NW of The Geysers, California",earthquake
2013-12-14T20:05:31.900Z,36.1346,-89.4112,8.6,1.3,md,15,75.5999939520005,0.05389892,0.1,nm,nm122013b,2013-12-20T16:00:00.410Z,"11km NNW of Dyersburg, Tennessee",earthquake
2013-12-14T19:49:24.700Z,38.8343,-122.792,2.6,1.2,Md,,64.8,0,0.02,nc,nc72120940,2013-12-14T22:53:07.638Z,"6km WNW of Cobb, California",earthquake
2013-12-14T19:45:15.560Z,36.6601,-98.3088,0,2.5,mb_lg,,120,0.304,0.57,us,usc000lkpy,2013-12-15T03:47:44.526Z,"11km SSE of Cherokee, Oklahoma",earthquake
2013-12-14T19:28:03.700Z,35.9735,-120.2083,10.9,1.6,Md,,75.6,0.11678099,0.11,nc,nc72120930,2013-12-19T22:03:05.265Z,"7km WSW of Avenal, California",earthquake
2013-12-14T19:16:57.000Z,35.9802,-120.1848,13.2,1.2,Md,,205.2,0.13474729,0.13,nc,nc72120915,2013-12-20T07:12:07.324Z,"5km WSW of Avenal, California",earthquake
2013-12-14T19:15:00.900Z,38.8062,-122.8088,1.8,1,Md,,97.2,0.00898315,0.03,nc,nc72120905,2013-12-14T19:49:02.834Z,"5km NW of The Geysers, California",earthquake
2013-12-14T19:13:51.600Z,35.9428,-120.2323,11.7,1.2,Md,,226.8,0.08983153,0.08,nc,nc72120900,2013-12-20T01:12:07.020Z,"11km SW of Avenal, California",earthquake
2013-12-14T19:10:33.000Z,60.5507,-151.0544,23.8,1.3,ml,18,75.5999939520005,,0.59,ak,ak10888699,2013-12-16T17:20:56.067Z,"2km NE of Ridgeway, Alaska",earthquake
2013-12-14T19:04:13.730Z,34.708,-116.299,5.07,1.43,ml,13,83,0.1247,0.14,ci,ci15444001,2013-12-16T18:16:42.780Z,"63km N of Joshua Tree, California",earthquake
2013-12-14T19:03:29.000Z,19.194,-155.4102,33,1.7,Md,,187.2,0.04491576,0.1,hv,hv60605316,2013-12-17T01:07:53.447Z,"7km E of Pahala, Hawaii",earthquake
2013-12-14T18:59:00.600Z,35.9742,-120.1993,11.3,2.5,Md,,111.6,0.11678099,0.1,nc,nc72120895,2013-12-18T04:55:31.117Z,"7km WSW of Avenal, California",earthquake
2013-12-14T18:45:41.000Z,58.8611,-134.4202,1,1.6,ml,7,136.799989056001,,0.73,ak,ak10888695,2013-12-16T17:20:59.053Z,"62km N of Juneau, Alaska",earthquake
2013-12-14T18:43:47.100Z,35.986,-119.8928,10.8,1.8,Md,,100.8,0.13474729,0.15,nc,nc72120890,2013-12-20T00:41:02.490Z,"6km ESE of Kettleman City, California",earthquake
2013-12-14T18:42:47.500Z,36.6863,-121.3433,12.7,1.3,Md,,39.6,0.02694946,0.05,nc,nc72120880,2013-12-21T03:06:07.236Z,"14km S of Ridgemark, California",earthquake
2013-12-14T18:42:06.400Z,44.8188,-110.5202,7,1.9,Ml,,93.6,0.09881468,0.07,uu,uu60049017,2013-12-17T17:42:37.296Z,"46km NNE of Old Faithful Geyser, Wyoming",earthquake
2013-12-14T18:16:47.400Z,38.8063,-122.809,1.9,1.1,Md,,97.2,0.00898315,0.03,nc,nc72120865,2013-12-14T19:57:08.721Z,"5km NW of The Geysers, California",earthquake
2013-12-14T17:51:19.000Z,52.6938,-169.5237,5,2.3,ml,8,349.199972064002,,0.68,ak,ak10889231,2013-12-16T17:20:48.149Z,"51km WSW of Nikolski, Alaska",earthquake
2013-12-14T17:46:07.700Z,38.806,-122.8092,1.9,1.8,Md,,57.6,0.00898315,0.03,nc,nc72120860,2013-12-14T18:59:07.313Z,"5km NW of The Geysers, California",earthquake
2013-12-14T17:33:07.000Z,62.4376,-151.5884,95.4,1.5,ml,17,122.399990208001,,0.32,ak,ak10889229,2013-12-16T17:20:47.416Z,"77km W of Talkeetna, Alaska",earthquake
2013-12-14T17:28:10.000Z,62.8743,-150.7321,94.7,1.3,ml,15,68.3999945280004,,0.37,ak,ak10889228,2013-12-16T17:20:49.966Z,"69km NNW of Talkeetna, Alaska",earthquake
2013-12-14T17:25:24.000Z,63.7074,-149.1786,5.7,1,ml,,,,0.76,ak,ak10888684,2013-12-16T17:21:15.712Z,"19km SSW of Healy, Alaska",earthquake
2013-12-14T17:06:07.910Z,33.8368333,-117.4965,0.01,1.3,ml,31,103,0.1025,0.17,ci,ci15443961,2013-12-16T19:06:04.810Z,"2km E of El Cerrito, California",quarry_blast
2013-12-14T17:00:44.000Z,62.8274,-150.2607,79.4,1.2,ml,16,61.1999951040004,,0.43,ak,ak10889226,2013-12-16T17:20:49.225Z,"56km N of Talkeetna, Alaska",earthquake
2013-12-14T16:43:21.356Z,37.3786,-117.1224,0,1.23,ml,17,135.97,0.396,0.144,nn,nn00431311,2013-12-18T15:58:53.000Z,"37km SSE of Goldfield, Nevada",earthquake
2013-12-14T16:38:50.000Z,63.2765,-151.2558,3.6,1,ml,,,,0.44,ak,ak10888676,2013-12-16T17:21:11.598Z,"116km W of Cantwell, Alaska",earthquake
2013-12-14T16:38:10.700Z,19.2994,-68.0615,57,3.4,Md,14,259.2,0.83812816,0.64,pr,pr13348003,2013-12-15T00:40:39.894Z,"87km NNE of Punta Cana, Dominican Republic",earthquake
2013-12-14T16:27:02.000Z,61.6313,-141.4064,5,1.4,ml,16,104.399991648001,,0.53,ak,ak10888674,2013-12-16T17:21:01.256Z,"161km E of Chitina, Alaska",earthquake
2013-12-14T16:19:06.000Z,63.1527,-150.445,107,1.6,ml,,,,0.36,ak,ak10888671,2013-12-16T17:21:17.945Z,"79km WSW of Cantwell, Alaska",earthquake
2013-12-14T16:00:12.000Z,63.2003,-151.4133,10,1.2,ml,,,,0.76,ak,ak10888669,2013-12-16T17:21:13.513Z,"118km NNW of Talkeetna, Alaska",earthquake
2013-12-14T15:47:16.870Z,36.0465,-117.4898333,4.59,1.27,ml,18,95,0.01149,0.19,ci,ci15443945,2013-12-16T18:57:05.625Z,"31km NNW of Searles Valley, California",earthquake
2013-12-14T15:41:19.500Z,37.6267,-119.3803,8.9,1.3,Md,,140.4,0.24254513,0.06,nc,nc72120815,2013-12-17T21:34:06.778Z,"21km SE of Yosemite Valley, California",earthquake
2013-12-14T15:35:25.690Z,36.1426667,-118.0721667,1.27,1.4,ml,14,144,0.1777,0.12,ci,ci15443921,2013-12-16T18:31:34.140Z,"51km S of Lone Pine, California",earthquake
2013-12-14T15:15:32.000Z,63.0632,-150.5823,113.5,1.4,ml,18,61.1999951040004,,0.41,ak,ak10889221,2013-12-16T17:20:51.962Z,"85km NNW of Talkeetna, Alaska",earthquake
2013-12-14T14:49:47.350Z,34.33,-116.9378333,0.01,1.93,ml,47,39,0.069,0.14,ci,ci15443913,2013-12-16T18:27:05.080Z,"9km NNW of Big Bear Lake, California",quarry_blast
2013-12-14T14:30:47.100Z,44.5553,-113.0316,7.5,1.5,Md,18,129.6,0.23446029,0.14,mb,mb13742273,2013-12-16T22:11:20.084Z,"36km WSW of Lima, Montana",earthquake
2013-12-14T14:19:30.130Z,-41.4594,-86.8219,10,5.1,mb,,146,11.835,0.95,us,usc000lkl6,2013-12-14T22:22:05.283Z,"West Chile Rise",earthquake
2013-12-14T14:10:11.200Z,38.8092,-122.8118,2.7,1.1,Md,,97.2,0.00898315,0.03,nc,nc72120800,2013-12-14T15:47:06.564Z,"5km NW of The Geysers, California",earthquake
2013-12-14T14:09:34.000Z,64.7252,-149.1349,14.9,1,ml,,,,0.55,ak,ak10888659,2013-12-16T17:21:19.457Z,"16km N of North Nenana, Alaska",earthquake
2013-12-14T14:08:32.400Z,44.5513,-113.0296,2.5,1.7,Md,21,129.6,0.23086703,0.19,mb,mb13347660,2013-12-16T22:11:15.072Z,"36km WSW of Lima, Montana",earthquake
2013-12-14T13:37:06.000Z,61.9077,-151.0311,67.5,2,ml,,,,0.55,ak,ak10888654,2013-12-16T17:20:40.901Z,"55km WNW of Willow, Alaska",earthquake
2013-12-14T13:17:42.000Z,61.6959,-149.6534,28.6,2,ml,,,,0.5,ak,ak10888651,2013-12-16T17:20:42.515Z,"8km NNW of Meadow Lakes, Alaska",earthquake
2013-12-14T13:02:30.000Z,51.3931,-175.7312,24.5,1.6,ml,6,262.799978976002,,0.58,ak,ak10889217,2013-12-16T17:20:51.217Z,"83km SE of Adak, Alaska",earthquake
2013-12-14T13:00:14.300Z,19.3595,-155.2377,31.8,2.1,Md,,57.6,0.01796631,0.21,hv,hv60605271,2013-12-14T13:03:29.441Z,"7km S of Volcano, Hawaii",earthquake
2013-12-14T12:57:33.600Z,35.9737,-120.2012,11.6,1.4,Md,,79.2,0.11678099,0.11,nc,nc72120790,2013-12-19T23:02:01.738Z,"7km WSW of Avenal, California",earthquake
2013-12-14T12:56:14.700Z,35.975,-120.2083,10.8,1.5,Md,,75.6,0.11678099,0.09,nc,nc72120785,2013-12-20T01:33:05.269Z,"7km WSW of Avenal, California",earthquake
2013-12-14T12:48:48.300Z,37.2725,-121.6518,3.8,1,Md,,86.4,0.01796631,0.04,nc,nc72120780,2013-12-20T00:41:07.498Z,"15km N of Morgan Hill, California",earthquake
2013-12-14T12:44:04.000Z,38.8257,-122.8098,3,1,Md,,75.6,0,0.01,nc,nc72120775,2013-12-14T14:09:05.879Z,"7km W of Cobb, California",earthquake
2013-12-14T12:42:33.500Z,35.9692,-120.2077,12.8,1.4,Md,,136.8,0.11678099,0.08,nc,nc72120770,2013-12-19T23:34:05.169Z,"8km WSW of Avenal, California",earthquake
2013-12-14T12:40:30.000Z,37.0715,-118.9842,34.1,2.4,Md,,122.4,0.36830927,0.07,nc,nc72120765,2013-12-18T03:02:03.873Z,"43km NNE of Squaw Valley, California",earthquake
2013-12-14T12:16:15.000Z,60.9063,-152.2649,103.3,1.7,ml,16,111.599991072001,,0.32,ak,ak10889215,2013-12-16T17:16:56.328Z,"53km NNE of Redoubt Volcano, Alaska",earthquake
2013-12-14T12:14:51.200Z,37.524,-118.8258,7.9,1,Md,,100.8,0.06288207,0.04,nc,nc72120755,2013-12-21T02:15:05.347Z,"18km SE of Mammoth Lakes, California",earthquake
2013-12-14T11:46:05.000Z,60.085,-152.869,88.1,1.7,ml,23,50.3999959680003,,0.44,ak,ak10889213,2013-12-16T17:16:55.754Z,"45km S of Redoubt Volcano, Alaska",earthquake
2013-12-14T11:33:37.000Z,63.4102,-145.9292,12.6,1.2,ml,15,79.1999936640005,,0.74,ak,ak10889212,2013-12-16T17:16:57.645Z,"62km SW of Deltana, Alaska",earthquake
2013-12-14T11:31:10.400Z,22.781,121.4642,10,4,mb,,107,0.356,0.8,us,usc000lms2,2013-12-30T14:10:14.000Z,"32km E of Taitung City, Taiwan",earthquake
2013-12-14T10:54:59.100Z,19.3912,-155.2837,2.7,1.8,Ml,,64.8,0.00898315,0.13,hv,hv60605176,2013-12-14T11:00:45.236Z,"6km SW of Volcano, Hawaii",earthquake
2013-12-14T10:52:53.700Z,36.0706,-89.4025,10.7,2.2,md,19,68.3999945280004,0.02694946,0.08,nm,nm60068066,2013-12-19T21:37:22.126Z,"4km NNW of Dyersburg, Tennessee",earthquake
2013-12-14T10:16:41.000Z,66.2718,-149.9264,8.3,1.3,ml,9,79.1999936640005,0.4231065,0.53,ak,ak10889211,2013-12-19T00:53:11.478Z,"110km S of Coldfoot, Alaska",earthquake
2013-12-14T10:14:14.400Z,38.817,-122.7932,3.4,2.1,Md,,25.2,0.00898315,0.03,nc,nc72120725,2013-12-20T23:50:05.781Z,"5km NW of The Geysers, California",earthquake
2013-12-14T10:09:23.000Z,62.7172,-151.7436,54.1,1.4,ml,12,140.399988768001,,0.56,ak,ak10889210,2013-12-16T17:17:06.473Z,"94km WNW of Talkeetna, Alaska",earthquake
2013-12-14T10:00:26.800Z,-18.0724,-177.0378,341.62,4.3,mb,,89,6.535,0.68,us,usc000lkjp,2013-12-14T18:03:07.362Z,"Fiji region",earthquake
2013-12-14T09:56:55.000Z,60.8266,-151.8455,97.8,1.4,ml,20,79.1999936640005,,0.62,ak,ak10889209,2013-12-16T17:17:37.821Z,"33km WNW of Nikiski, Alaska",earthquake
2013-12-14T09:36:37.900Z,39.589,-119.068,8.3188,1.12,ml,8,225.97,0.273,0.1253,nn,nn00431286,2013-12-14T10:26:09.000Z,"15km E of Fernley, Nevada",earthquake
2013-12-14T09:11:04.000Z,59.4176,-153.9105,126,2.6,ml,62,118.799990496001,,0.59,ak,ak10888620,2013-12-16T17:52:01.838Z,"67km ESE of Old Iliamna, Alaska",earthquake
2013-12-14T08:44:13.010Z,-22.994,-174.5996,10,4.5,mb,,124,5.851,1.45,us,usc000lkjr,2013-12-19T13:28:04.000Z,"187km S of `Ohonua, Tonga",earthquake
2013-12-14T08:39:03.000Z,62.7275,-148.2229,54.2,2,ml,28,39.5999968320003,,0.49,ak,ak10889207,2013-12-16T17:17:02.043Z,"82km SSE of Cantwell, Alaska",earthquake
2013-12-14T08:38:52.000Z,61.7889,-149.7531,38.2,1.8,ml,,,,0.49,ak,ak10888615,2013-12-16T17:17:25.562Z,"15km ENE of Willow, Alaska",earthquake
2013-12-14T08:32:44.000Z,60.5523,-141.3738,11.4,1.3,ml,14,143.999988480001,,0.48,ak,ak10888614,2013-12-16T17:17:17.577Z,"79km NE of Cape Yakataga, Alaska",earthquake
2013-12-14T08:19:48.400Z,38.838,-122.7833,2.1,1,Md,,82.8,0.00898315,0.02,nc,nc72120685,2013-12-14T09:47:07.890Z,"5km WNW of Cobb, California",earthquake
2013-12-14T08:10:00.000Z,60.8465,-151.7383,90.3,1.8,ml,,,,0.54,ak,ak10888608,2013-12-16T17:17:28.886Z,"30km NW of Nikiski, Alaska",earthquake
2013-12-14T08:07:28.100Z,38.8358,-122.7825,2.5,1.3,Md,,39.6,0.00898315,0.04,nc,nc72120665,2013-12-14T10:02:04.461Z,"5km WNW of Cobb, California",earthquake
2013-12-14T07:53:17.400Z,18.1429,-67.141,26,2.2,Md,5,198,0.06198375,0.17,pr,pr13348002,2013-12-14T11:05:24.146Z,"1km WNW of Hormigueros, Puerto Rico",earthquake
2013-12-14T07:52:10.000Z,63.1434,-151.4757,12.6,1.5,ml,,,,0.59,ak,ak10888605,2013-12-16T17:17:27.421Z,"114km NW of Talkeetna, Alaska",earthquake
2013-12-14T07:45:14.000Z,61.7923,-150.7676,51.6,1.6,ml,,,,0.48,ak,ak10888604,2013-12-16T17:17:30.570Z,"38km W of Willow, Alaska",earthquake
2013-12-14T07:34:49.000Z,59.3483,-136.3625,4.1,2.1,ml,10,118.799990496001,,0.67,ak,ak10888600,2013-12-16T17:17:20.258Z,"54km WNW of Haines, Alaska",earthquake
2013-12-14T07:34:14.490Z,36.3383333,-116.8361667,9.49,1.47,ml,12,164,0.1304,0.2,ci,ci15443849,2013-12-18T15:25:57.000Z,"59km S of Beatty, Nevada",earthquake
2013-12-14T07:28:50.000Z,15.5864,146.1778,75.08,4.6,mb,,68,0.874,1.22,us,usc000lmrr,2013-12-19T09:08:50.470Z,"61km NE of Saipan, Northern Mariana Islands",earthquake
2013-12-14T07:03:42.000Z,65.4421,-149.9433,1,1.1,ml,15,89.9999928000006,,0.54,ak,ak10888596,2013-12-16T17:17:19.461Z,"58km NNE of Manley Hot Springs, Alaska",earthquake
2013-12-14T06:31:41.000Z,51.4093,-176.3001,16.1,2.1,ml,13,233.999981280001,,0.41,ak,ak10888592,2013-12-16T17:17:22.668Z,"57km SSE of Adak, Alaska",earthquake
2013-12-14T06:26:51.000Z,62.4997,-151.6466,95,1.6,ml,19,122.399990208001,,0.5,ak,ak10889198,2013-12-16T17:17:12.558Z,"81km WNW of Talkeetna, Alaska",earthquake
2013-12-14T06:21:42.700Z,19.3697,-155.2495,30.4,1.7,Md,,50.4,0.00898315,0.17,hv,hv60605106,2013-12-14T06:25:00.167Z,"6km S of Volcano, Hawaii",earthquake
2013-12-14T06:20:32.200Z,18.4946,-64.4365,90,2.5,Md,4,201.6,0.03144103,0.11,pr,pr13348001,2013-12-19T08:43:47.000Z,"20km ENE of Road Town, British Virgin Islands",earthquake
2013-12-14T06:09:44.000Z,38.871,-123.0217,4.6,1,Md,,61.2,0.06288207,0.03,nc,nc72120610,2013-12-19T06:23:03.073Z,"7km N of Cloverdale, California",earthquake
2013-12-14T05:49:12.960Z,43.5083,147.0946,72.18,4.3,mb,,179,3.26,0.57,us,usc000lmrq,2013-12-19T08:40:51.000Z,"44km SE of Shikotan, Russia",earthquake
2013-12-14T05:49:02.400Z,37.6123,-118.8623,5.6,1.7,Md,,82.8,0.00898315,0.05,nc,nc72120605,2013-12-21T06:21:04.113Z,"10km ESE of Mammoth Lakes, California",earthquake
2013-12-14T05:31:05.720Z,33.4973333,-116.5113333,12.96,1.28,ml,41,89,0.06222,0.12,ci,ci15443825,2013-12-16T17:16:49.680Z,"16km ESE of Anza, California",earthquake
2013-12-14T05:23:14.940Z,-19.6654,-177.0303,348.15,4.3,mb,,111,5.036,0.93,us,usc000lkhn,2013-12-19T08:52:00.165Z,"205km ENE of Ndoi Island, Fiji",earthquake
2013-12-14T05:10:50.000Z,61.7309,-149.68,3.3,1.3,ml,18,93.5999925120006,,0.4,ak,ak10888585,2013-12-16T17:17:21.947Z,"12km NNW of Meadow Lakes, Alaska",earthquake
2013-12-14T05:09:40.010Z,33.5303333,-116.4433333,11.09,1.35,ml,40,60,0.01627,0.13,ci,ci15443809,2013-12-16T17:04:39.679Z,"19km SW of La Quinta, California",earthquake
2013-12-14T05:07:58.400Z,37.6265,-118.8905,5.3,1.2,Md,,82.8,0.01796631,0.03,nc,nc72120580,2013-12-21T05:31:03.859Z,"7km ESE of Mammoth Lakes, California",earthquake
2013-12-14T05:05:08.620Z,35.4128333,-118.385,6.28,1.06,ml,16,101,0.1247,0.17,ci,ci15443801,2013-12-16T16:42:36.050Z,"21km SSE of Bodfish, California",earthquake
2013-12-14T05:04:41.000Z,61.7394,-149.6956,3.8,1.4,ml,,,,0.35,ak,ak10888576,2013-12-16T17:17:29.617Z,"13km NNW of Meadow Lakes, Alaska",earthquake
2013-12-14T04:57:41.700Z,37.6273,-118.8908,5.1,1.3,Md,,86.4,0.01796631,0.04,nc,nc72120560,2013-12-21T01:28:06.438Z,"7km ESE of Mammoth Lakes, California",earthquake
2013-12-14T04:37:50.201Z,39.591,-119.0743,11.2653,1.95,ml,14,158.63,0.268,0.0866,nn,nn00431277,2013-12-14T05:20:48.000Z,"15km E of Fernley, Nevada",earthquake
2013-12-14T04:33:47.700Z,44.6118,-112.0796,14.2,1.2,Md,18,61.2,0.22547714,0.21,mb,mb13953047,2013-12-16T22:11:15.065Z,"40km E of Lima, Montana",earthquake
2013-12-14T04:26:52.000Z,60.0193,-152.266,78,1.6,ml,17,143.999988480001,,0.58,ak,ak10889195,2013-12-16T17:17:07.504Z,"36km NW of Anchor Point, Alaska",earthquake
2013-12-14T04:06:14.830Z,35.621,140.6862,36.02,5.4,mb,,97,2.212,1.2,us,usc000lkgy,2013-12-19T08:20:57.670Z,"11km SSE of Asahi, Japan",earthquake
2013-12-14T03:56:30.000Z,61.6464,-151.8772,101.5,2.3,ml,,,,0.51,ak,ak10888562,2013-12-16T17:17:34.098Z,"97km W of Willow, Alaska",earthquake
2013-12-14T03:32:30.180Z,33.7427,-96.8348,4.09,2.6,mb_lg,,116,1.19,1.67,us,usc000lkgp,2013-12-14T21:48:48.338Z,"11km NE of Whitesboro, Texas",earthquake
2013-12-14T03:08:46.675Z,39.4247,-119.4178,7.5199,1.54,ml,24,104.86,0.222,0.1508,nn,nn00431274,2013-12-14T03:22:41.000Z,"6km NNW of Stagecoach, Nevada",earthquake
2013-12-14T02:50:15.200Z,38.8375,-122.84,2.2,1.6,Md,,43.2,0,0.04,nc,nc72120490,2013-12-14T05:27:04.921Z,"9km NW of The Geysers, California",earthquake
2013-12-14T02:40:17.000Z,63.8687,-149.2172,117.5,1.3,ml,12,129.599989632001,,0.42,ak,ak10889193,2013-12-16T17:17:16.501Z,"12km W of Healy, Alaska",earthquake
2013-12-14T02:34:42.200Z,37.623,-118.8878,5.5,1.1,Md,,97.2,0.01796631,0.05,nc,nc71076449,2013-12-20T23:44:45.597Z,"7km ESE of Mammoth Lakes, California",earthquake
2013-12-14T02:31:26.700Z,19.6562,-67.9708,52,3.3,Md,10,284.4,1.20014922,0.25,pr,pr13348000,2013-12-14T10:33:56.996Z,"127km NNE of Punta Cana, Dominican Republic",earthquake
2013-12-14T02:27:42.300Z,37.6248,-118.8888,5.2,2.8,Md,,79.2,0.01796631,0.06,nc,nc72120460,2013-12-18T02:43:06.781Z,"7km ESE of Mammoth Lakes, California",earthquake
2013-12-14T02:12:39.000Z,59.8529,-152.7089,92.8,1.7,ml,23,82.7999933760005,,0.48,ak,ak10889192,2013-12-16T17:17:14.095Z,"49km W of Anchor Point, Alaska",earthquake
2013-12-14T01:57:25.410Z,35.4181667,-118.3573333,8.24,1.76,ml,31,57,0.1368,0.13,ci,ci15443761,2013-12-16T15:57:15.220Z,"22km SSE of Bodfish, California",earthquake
2013-12-14T01:50:36.300Z,40.1647,-121.0788,8.5,2.5,Md,,90,0.06288207,0.08,nc,nc72120445,2013-12-18T03:37:02.517Z,"11km WNW of Greenville, California",earthquake
2013-12-14T01:47:53.940Z,6.0179,126.1126,112.41,4.6,mb,,110,1.171,0.77,us,usc000lkg9,2013-12-14T09:50:31.328Z,"38km S of Pondaguitan, Philippines",earthquake
2013-12-14T01:45:16.921Z,39.5927,-119.0734,8.0359,1.48,ml,11,158.88,0.268,0.1428,nn,nn00431268,2013-12-14T02:05:09.000Z,"15km E of Fernley, Nevada",earthquake
2013-12-14T01:41:50.891Z,39.5936,-119.0868,9.606,1.51,ml,11,157.74,0.258,0.1371,nn,nn00431267,2013-12-14T01:56:04.000Z,"14km E of Fernley, Nevada",earthquake
2013-12-14T01:41:14.860Z,-2.8772,-80.5965,35.72,5,mb,,70,3.764,0.67,us,usc000lkg7,2013-12-14T09:43:52.882Z,"35km SW of Playas, Ecuador",earthquake
2013-12-14T01:36:44.000Z,62.8394,-148.9844,68.4,1.2,ml,16,57.5999953920004,,0.23,ak,ak10888505,2013-12-16T17:17:24.605Z,"61km S of Cantwell, Alaska",earthquake
2013-12-14T01:10:34.200Z,38.8192,-122.7928,2.7,1.1,Md,,86.4,0.02694946,0.03,nc,nc72120430,2013-12-14T01:31:03.925Z,"5km NW of The Geysers, California",earthquake
2013-12-14T01:03:53.870Z,33.4716667,-116.5605,9.41,1.03,ml,35,80,0.04174,0.14,ci,ci15443753,2013-12-16T15:43:43.960Z,"13km SE of Anza, California",earthquake
2013-12-14T00:59:10.000Z,62.6407,-150.0932,14.5,1.2,ml,,,,0.69,ak,ak10888496,2013-12-16T17:17:33.232Z,"35km N of Talkeetna, Alaska",earthquake
2013-12-14T00:48:48.000Z,62.0654,-149.835,49.6,1.4,ml,25,43.1999965440003,,0.49,ak,ak10888492,2013-12-16T17:17:23.797Z,"10km S of Y, Alaska",earthquake
2013-12-14T00:40:21.000Z,63.4467,-151.4227,8.7,1.5,ml,,,,0.62,ak,ak10888420,2013-12-16T17:17:35.508Z,"123km W of Cantwell, Alaska",earthquake
2013-12-14T00:38:35.000Z,63.3984,-151.4454,4.4,1.4,ml,,,,0.67,ak,ak10888419,2013-12-16T17:17:37.101Z,"124km W of Cantwell, Alaska",earthquake
2013-12-14T00:23:20.000Z,60.6885,-150.9806,59.1,2.3,ml,,,,0.47,ak,ak10888415,2013-12-16T17:17:38.918Z,"16km E of Nikiski, Alaska",earthquake
2013-12-14T00:22:10.400Z,19.3715,-155.2312,30.6,1.5,Md,,57.6,0.01796631,0.1,hv,hv60604941,2013-12-17T00:39:55.455Z,"6km S of Volcano, Hawaii",earthquake
2013-12-14T00:16:28.100Z,37.2513,-122.1683,11.8,2.9,Md,,64.8,0.03593261,0.21,nc,nc72120420,2013-12-31T06:54:52.583Z,"12km W of Saratoga, California",earthquake
2013-12-14T00:12:05.220Z,14.0656,56.8516,10,4.3,mb,,125,3.183,0.99,us,usc000lmrl,2013-12-31T05:58:40.000Z,"Owen Fracture Zone region",earthquake
2013-12-14T00:00:57.000Z,64.9894,-147.3192,0,1.3,ml,,,,0.2,ak,ak10888407,2013-12-16T17:16:52.127Z,"23km NNE of Badger, Alaska",earthquake
2013-12-13T23:58:42.400Z,19.3507,-155.4973,11.2,1.2,Md,,46.8,0.04491576,0.09,hv,hv60604936,2013-12-14T02:20:12.291Z,"16km N of Pahala, Hawaii",earthquake
2013-12-13T23:36:10.500Z,35.772,-119.9668,8.9,1.4,Md,,194.4,0.08983153,0.08,nc,nc72120400,2013-12-20T01:22:03.112Z,"26km S of Kettleman City, California",earthquake
2013-12-13T23:35:40.660Z,32.588,-117,0.01,1.51,ml,17,211,0.06202,0.16,ci,ci15443729,2013-12-16T17:46:37.720Z,"6km NNE of Tijuana, Mexico",quarry_blast
2013-12-13T23:34:16.000Z,44.8415,-110.6892,7,2.3,Ml,,86.4,0.11678099,0.21,uu,uu60048932,2013-12-16T23:54:34.138Z,"38km ENE of West Yellowstone, Montana",earthquake
2013-12-13T23:21:25.100Z,38.823,-122.7965,3.2,1.1,Md,,50.4,0.00898315,0.02,nc,nc72120375,2013-12-14T01:12:06.556Z,"6km W of Cobb, California",earthquake
2013-12-13T23:14:51.000Z,63.953,-148.7867,0,1.9,ml,22,61.1999951040004,,0.42,ak,ak10888396,2013-12-15T18:21:41.059Z,"13km NE of Healy, Alaska",earthquake
2013-12-13T23:00:33.000Z,62.989,-149.8943,88.1,1.2,ml,18,53.9999956800003,,0.48,ak,ak10888393,2013-12-15T18:21:37.085Z,"65km SW of Cantwell, Alaska",earthquake
2013-12-13T22:54:52.000Z,60.9312,-147.5809,31.2,1.9,ml,29,100.799991936001,,0.57,ak,ak10888390,2013-12-15T18:22:01.601Z,"62km ENE of Whittier, Alaska",earthquake
2013-12-13T22:54:07.400Z,47.743,-122.874,17.9,2.2,Ml,,68.4,0.07186522,0.14,uw,uw60650647,2013-12-15T05:51:10.251Z,"11km NNW of Seabeck, Washington",earthquake
2013-12-13T22:52:27.000Z,62.9494,-151.0059,114.6,1.7,ml,25,93.5999925120006,,0.35,ak,ak10888388,2013-12-15T18:21:50.220Z,"83km NNW of Talkeetna, Alaska",earthquake
2013-12-13T22:44:41.000Z,35.4542,-120.8737,0,1,Md,,115.2,0.00898315,0.08,nc,nc72120365,2013-12-20T00:14:19.012Z,"2km NE of Cayucos, California",quarry
